id chrom gene_start gene_end
ENSSSCG00000050559 4 66320492 66325765
ENSSSCG00000006199 4 66715237 66996044
ENSSSCG00000006200 4 67158318 67411593
ENSSSCG00000006201 4 67465529 67613611
ENSSSCG00000006202 4 67613660 67738877
ENSSSCG00000006203 4 67739251 67758150
ENSSSCG00000006204 4 67772806 67816230
ENSSSCG00000049935 4 67816938 67825294
ENSSSCG00000061321 4 67844438 67847920
ENSSSCG00000018868 4 67847352 67847440
ENSSSCG00000006205 4 67869003 67892457
ENSSSCG00000006206 4 67899261 68031457
ENSSSCG00000018586 4 67956069 67956200
ENSSSCG00000044016 4 68037477 68073064
ENSSSCG00000062212 4 68065824 68071072
ENSSSCG00000050604 4 68069405 68073062
ENSSSCG00000006209 4 68073447 68110621
ENSSSCG00000027872 4 68119865 68159509
ENSSSCG00000023848 4 68202216 68224811
ENSSSCG00000006213 4 68250646 68285405
ENSSSCG00000006214 4 68285803 68288195
ENSSSCG00000053861 4 68288311 68426596
ENSSSCG00000057902 4 68440377 68444293
ENSSSCG00000006215 4 68484053 68486121
ENSSSCG00000006216 4 68487120 68530889
ENSSSCG00000006217 4 68557670 68641134
ENSSSCG00000058806 4 68646965 68654073
ENSSSCG00000063117 4 68701904 68705770
ENSSSCG00000006218 4 68779540 68896577
ENSSSCG00000035826 4 68814820 68815674
ENSSSCG00000006219 4 68902857 68969615
ENSSSCG00000006220 4 68983069 69016081
ENSSSCG00000054758 4 69016249 69023872
ENSSSCG00000042827 4 69183628 69404094
ENSSSCG00000049754 4 69228436 69233050
ENSSSCG00000045879 4 69426802 69616011
ENSSSCG00000043934 4 69463339 69469728
ENSSSCG00000022092 4 69616049 69806496
ENSSSCG00000059145 4 69802200 69803309
ENSSSCG00000055401 4 69876292 69878491
ENSSSCG00000060132 4 69901104 69907146
ENSSSCG00000052270 4 69916378 69922488
ENSSSCG00000063449 4 69962966 69963133
ENSSSCG00000019505 4 69968854 69968958
ENSSSCG00000057106 4 70143255 70148421
ENSSSCG00000056584 4 70156215 70161678
ENSSSCG00000058849 4 70160712 70163854
ENSSSCG00000063369 4 70275193 70279976
ENSSSCG00000041375 4 70280759 70306311
ENSSSCG00000055711 4 70345272 70348695
ENSSSCG00000048671 4 70379746 70383739
ENSSSCG00000039702 4 70518241 70531412
ENSSSCG00000056820 4 70580705 70587055
ENSSSCG00000060332 4 70589391 70594310
ENSSSCG00000062654 4 70607835 70614668
ENSSSCG00000033144 4 70887105 70928807
ENSSSCG00000062171 4 70928890 70936226
ENSSSCG00000050933 4 70942898 70946544
ENSSSCG00000044065 4 70954069 70957835
ENSSSCG00000058048 4 70961465 70980876
ENSSSCG00000037637 4 70996755 71021838
ENSSSCG00000052134 4 71024484 71029189
ENSSSCG00000052708 4 71034735 71042857
ENSSSCG00000058658 4 71040678 71045774
ENSSSCG00000059747 4 71069144 71608429
ENSSSCG00000019325 4 71390939 71391045
ENSSSCG00000054524 4 71614012 71618312
ENSSSCG00000044388 4 71614315 71622558
ENSSSCG00000055751 4 71736375 71743139
ENSSSCG00000045658 4 71771873 71774226
ENSSSCG00000062110 4 71779869 71784982
ENSSSCG00000058547 4 71854226 71854332
ENSSSCG00000052904 4 71895193 71901362
ENSSSCG00000025087 4 71903318 72107044
ENSSSCG00000006230 4 72105972 72257226
ENSSSCG00000049774 4 72401125 72402951
ENSSSCG00000042589 4 72538758 72545911
ENSSSCG00000055032 4 72565743 72569939
ENSSSCG00000006231 4 72573453 72694146
ENSSSCG00000053350 4 72723083 72724694
ENSSSCG00000058728 4 72738113 72742056
ENSSSCG00000006232 4 72800623 72882151
ENSSSCG00000057500 4 72997262 73002190
ENSSSCG00000006233 4 73047847 73141989
ENSSSCG00000054046 4 73242577 73247980
ENSSSCG00000033386 4 73752648 73809156
ENSSSCG00000055886 4 73790760 73795551
ENSSSCG00000006235 4 73810290 74115151
ENSSSCG00000006236 4 74236826 74298193
ENSSSCG00000045251 4 74271438 74271534
ENSSSCG00000006237 4 74295922 74341085
ENSSSCG00000006238 4 74343123 74372621
ENSSSCG00000052667 4 74395424 74399956
ENSSSCG00000006239 4 74405902 74437615
ENSSSCG00000042646 4 74554573 74561177
ENSSSCG00000054001 4 74570854 74576277
ENSSSCG00000055024 4 74593067 74597941
ENSSSCG00000063092 4 74602142 74607038
ENSSSCG00000006240 4 74612528 74745989
ENSSSCG00000055887 4 74762354 74767889
ENSSSCG00000032846 4 75191257 75215906
ENSSSCG00000043592 4 75231934 75236048
ENSSSCG00000006243 4 75525555 75530876
ENSSSCG00000036133 4 75548205 75579557
ENSSSCG00000006245 4 75586525 75598989
ENSSSCG00000032573 4 75636278 75646153
ENSSSCG00000006247 4 75646584 75694117
ENSSSCG00000006248 4 75739402 75741076
ENSSSCG00000048200 4 75750579 75761382
ENSSSCG00000040470 4 75762209 75769955
ENSSSCG00000018353 4 75762686 75762750
ENSSSCG00000006250 4 75793492 75903496
ENSSSCG00000058882 4 75908784 75916159
ENSSSCG00000006251 4 75937129 75969157
ENSSSCG00000006252 4 75969247 76001178
ENSSSCG00000054199 4 76015879 76020748
ENSSSCG00000056074 4 76050102 76055061
ENSSSCG00000031813 4 76050102 76382818
ENSSSCG00000041147 4 76057725 76061466
ENSSSCG00000046734 4 76564740 76589727
ENSSSCG00000042752 4 76724604 76734610
ENSSSCG00000056807 4 76762873 76765929
ENSSSCG00000060890 4 76845468 76851974
ENSSSCG00000060730 4 76854150 76857148
ENSSSCG00000045551 4 76860359 76885103
ENSSSCG00000030578 4 77069092 77083723
ENSSSCG00000006260 4 77083548 77102408
ENSSSCG00000006261 4 77109594 77138320
ENSSSCG00000006262 4 77141945 77209533
ENSSSCG00000006263 4 77211493 77302162
ENSSSCG00000060111 4 77390039 77394489
ENSSSCG00000006264 4 77399183 77426879
ENSSSCG00000059721 4 77539087 77540079
ENSSSCG00000055986 4 77592770 77594222
ENSSSCG00000028902 4 77594324 77649548
ENSSSCG00000051386 4 77650866 77655663
ENSSSCG00000052507 4 77666743 77671424
ENSSSCG00000033922 4 77673244 77683074
ENSSSCG00000057329 4 77748706 77782334
ENSSSCG00000051846 4 77751825 77754938
ENSSSCG00000054250 4 77755991 77760877
ENSSSCG00000060320 4 77868904 77872243
ENSSSCG00000062950 4 77886916 77889207
ENSSSCG00000006266 4 77897737 78002009
ENSSSCG00000056832 4 78032033 78034194
ENSSSCG00000059285 4 78068967 78071650
ENSSSCG00000057277 4 78087422 78094243
ENSSSCG00000060401 4 78095377 78098827
ENSSSCG00000006267 4 78098999 78162963
ENSSSCG00000034495 4 78527519 78981003
ENSSSCG00000045207 4 78776986 78783143
ENSSSCG00000059808 4 79022952 79028302
ENSSSCG00000035744 4 79216755 79216828
ENSSSCG00000056363 4 79244698 79248040
ENSSSCG00000060240 4 79255525 79259188
ENSSSCG00000039568 4 79264880 79268475
ENSSSCG00000051418 4 79271913 79273215
ENSSSCG00000025391 4 79275635 79275735
ENSSSCG00000032887 4 79378796 79389520
ENSSSCG00000057091 4 79396516 79575525
ENSSSCG00000061949 4 79423493 79431810
ENSSSCG00000052628 4 79541391 79548279
ENSSSCG00000022190 4 79621349 79652471
ENSSSCG00000050435 4 79652594 79673310
ENSSSCG00000006273 4 79674739 79686685
ENSSSCG00000006274 4 79687375 79846656
ENSSSCG00000032367 4 79872939 79874477
ENSSSCG00000006277 4 79874831 80190655
ENSSSCG00000057934 4 80190951 80297429
ENSSSCG00000047593 4 80239939 80318973
ENSSSCG00000052319 4 80301230 80306438
ENSSSCG00000044565 4 80312649 80317282
ENSSSCG00000043200 4 80329179 80332015
ENSSSCG00000054315 4 80399229 80420696
ENSSSCG00000031503 4 80427687 80501646
ENSSSCG00000006280 4 80568859 80590679
ENSSSCG00000056835 4 80591690 80596936
ENSSSCG00000059759 4 80600587 80607714
ENSSSCG00000045930 4 80602874 80607740
ENSSSCG00000052652 4 80609898 80616293
ENSSSCG00000058012 4 80624969 80628513
ENSSSCG00000057556 4 80651004 80656118
ENSSSCG00000060616 4 80713074 80718352
ENSSSCG00000006281 4 80857344 80877566
ENSSSCG00000006282 4 80921682 81108360
ENSSSCG00000006283 4 81134352 81175536
ENSSSCG00000006284 4 81175541 81216096
ENSSSCG00000006285 4 81216430 81220449
ENSSSCG00000031622 4 81220848 81221825
ENSSSCG00000030960 4 81228597 81235933
ENSSSCG00000034809 4 81272580 81273015
ENSSSCG00000006286 4 81281499 81299262
ENSSSCG00000006287 4 81306353 81326444
ENSSSCG00000055492 4 81330434 81333595
ENSSSCG00000055442 4 81354740 81354898
ENSSSCG00000006288 4 81365740 81399955
ENSSSCG00000006289 4 81403274 81485066
ENSSSCG00000006290 4 81510098 81536464
ENSSSCG00000028804 4 81561103 81593922
ENSSSCG00000022396 4 81571300 81639577
ENSSSCG00000006294 4 81639909 81911743
ENSSSCG00000006296 4 81911561 81991840
ENSSSCG00000048249 4 82016339 82125832
ENSSSCG00000050571 4 82080220 82084240
ENSSSCG00000036538 4 82125992 82145158
ENSSSCG00000057972 4 82157391 82160750
ENSSSCG00000035937 4 82287730 82319366
ENSSSCG00000006298 4 82432204 82436180
ENSSSCG00000059868 4 82456371 82462970
ENSSSCG00000058543 4 82472365 82488798
ENSSSCG00000044238 4 82536899 82539527
ENSSSCG00000043420 4 82648079 82650634
ENSSSCG00000006299 4 82663581 82697813
ENSSSCG00000031617 4 82712897 82734487
ENSSSCG00000006301 4 82759245 82794714
ENSSSCG00000047157 4 82794810 82802333
ENSSSCG00000006302 4 82844941 82905534
ENSSSCG00000006303 4 82911577 83069699
ENSSSCG00000006304 4 83069748 83096990
ENSSSCG00000037094 4 83070363 83070457
ENSSSCG00000006305 4 83098290 83205454
ENSSSCG00000019847 4 83219154 83219230
ENSSSCG00000006306 4 83235714 83316405
ENSSSCG00000006307 4 83324187 83404102
ENSSSCG00000006308 4 83458242 83469930
ENSSSCG00000006309 4 83494395 83586647
ENSSSCG00000053419 4 83588946 83595310
ENSSSCG00000006310 4 83596269 83776430
ENSSSCG00000051991 4 83776758 83781889
ENSSSCG00000057951 4 83818517 83823943
ENSSSCG00000006311 4 83871436 83902292
ENSSSCG00000006312 4 83904915 83941563
ENSSSCG00000006316 4 83990273 84040465
ENSSSCG00000035124 4 84056730 84117106
ENSSSCG00000038511 4 84110767 84110829
ENSSSCG00000042247 4 84117773 84120623
ENSSSCG00000052849 4 84117980 84122966
ENSSSCG00000006318 4 84174476 84187514
ENSSSCG00000006319 4 84189004 84204723
ENSSSCG00000060092 4 84296677 84296910
ENSSSCG00000006320 4 84316347 84332472
ENSSSCG00000037812 4 84339344 84339781
ENSSSCG00000020612 4 84351265 84351592
ENSSSCG00000058887 4 84527208 84533508
ENSSSCG00000061570 4 84567315 84574368
ENSSSCG00000006321 4 84597727 84689698
ENSSSCG00000039867 4 84838802 84919236
ENSSSCG00000037314 4 84961819 85017820
ENSSSCG00000006324 4 85029951 85057650
ENSSSCG00000006325 4 85069607 85094981
ENSSSCG00000029977 4 85188066 85205946
ENSSSCG00000006328 4 85308508 85357137
ENSSSCG00000050142 4 85334741 85334815
ENSSSCG00000006329 4 85406223 85571443
ENSSSCG00000052844 4 85873628 85873731
ENSSSCG00000062927 4 85892566 85922913
ENSSSCG00000061621 4 85985781 86169602
ENSSSCG00000006333 4 87162818 87194170
ENSSSCG00000042062 4 87194364 87213691
ENSSSCG00000051878 4 87243885 87246767
ENSSSCG00000037821 4 87286953 87342088
ENSSSCG00000047766 4 87342503 87342908
ENSSSCG00000056047 4 87375436 87381002
ENSSSCG00000006335 4 87383345 87390893
ENSSSCG00000056570 4 87491965 87497510
ENSSSCG00000046615 4 87537201 87542369
ENSSSCG00000006336 4 87559992 87568370
ENSSSCG00000041209 4 87574441 87579570
ENSSSCG00000060231 4 87707384 87713990
ENSSSCG00000006337 4 87720118 87742992
ENSSSCG00000006338 4 87756168 87911296
ENSSSCG00000058171 4 87950536 87955720
ENSSSCG00000061682 4 87950542 87954190
ENSSSCG00000006340 4 87955983 87993973
ENSSSCG00000006342 4 88029339 88052937
ENSSSCG00000046961 4 88071030 88072395
ENSSSCG00000025100 4 88083482 88083592
ENSSSCG00000032108 4 88097535 88129790
ENSSSCG00000006344 4 88140953 88471994
ENSSSCG00000006343 4 88150391 88154100
ENSSSCG00000006345 4 88522240 88560306
ENSSSCG00000006346 4 88591288 88805304
ENSSSCG00000047656 4 88684046 88684786
ENSSSCG00000006347 4 88809565 88818411
ENSSSCG00000039073 4 88812428 88818372
ENSSSCG00000006348 4 88833651 88839308
ENSSSCG00000030246 4 88845464 88855293
ENSSSCG00000006350 4 88873762 88892955
ENSSSCG00000043911 4 88922098 88923415
ENSSSCG00000036618 4 88948404 88956511
ENSSSCG00000047932 4 88970599 88973918
ENSSSCG00000053490 4 88978383 88989769
ENSSSCG00000055139 4 89108213 89113576
ENSSSCG00000042400 4 89113793 89115980
ENSSSCG00000023957 4 89120477 89133039
ENSSSCG00000030318 4 89130379 89169118
ENSSSCG00000006352 4 89169311 89179925
ENSSSCG00000031579 4 89186447 89213114
ENSSSCG00000006353 4 89226690 89236431
ENSSSCG00000006354 4 89228554 89235347
ENSSSCG00000006355 4 89237511 89240319
ENSSSCG00000006357 4 89242472 89246450
ENSSSCG00000006358 4 89246960 89257085
ENSSSCG00000006359 4 89260461 89269244
ENSSSCG00000006360 4 89278439 89284400
ENSSSCG00000006361 4 89284500 89288902
ENSSSCG00000006362 4 89289070 89295237
ENSSSCG00000006363 4 89296282 89302941
ENSSSCG00000042114 4 89307109 89310635
ENSSSCG00000006365 4 89311310 89323724
ENSSSCG00000037793 4 89320712 89327066
ENSSSCG00000055102 4 89326798 89342325
ENSSSCG00000038597 4 89341652 89343857
ENSSSCG00000026861 4 89355407 89374358
ENSSSCG00000006372 4 89375526 89394244
ENSSSCG00000006371 4 89395482 89401047
ENSSSCG00000006370 4 89401159 89403277
ENSSSCG00000006369 4 89425018 89449599
ENSSSCG00000018883 4 89434447 89434575
ENSSSCG00000031806 4 89479465 89480260
ENSSSCG00000062362 4 89500708 89510402
ENSSSCG00000059629 4 89529318 89539515
ENSSSCG00000055244 4 89561018 89572052
ENSSSCG00000025885 4 89593640 89604818
ENSSSCG00000060485 4 89626127 89637483
ENSSSCG00000057640 4 89666133 89666239
ENSSSCG00000006374 4 89668239 89700972
ENSSSCG00000006375 4 89701359 89729855
ENSSSCG00000060409 4 89731831 89736720
ENSSSCG00000006376 4 89738444 89751576
ENSSSCG00000006378 4 89759872 89785692
ENSSSCG00000006379 4 89828923 89844484
ENSSSCG00000006380 4 89870539 89908231
ENSSSCG00000006381 4 89932229 89969665
ENSSSCG00000006382 4 89980786 90003645
ENSSSCG00000006383 4 90051277 90080635
ENSSSCG00000006384 4 90109057 90109458
ENSSSCG00000006385 4 90119002 90142890
ENSSSCG00000006386 4 90141216 90193389
ENSSSCG00000023091 4 90195852 90205215
ENSSSCG00000006388 4 90214973 90261737
ENSSSCG00000059201 4 90261918 90263262
ENSSSCG00000032164 4 90263604 90276147
ENSSSCG00000006390 4 90276757 90288250
ENSSSCG00000054190 4 90290394 90332760
ENSSSCG00000019445 4 90315268 90315368
ENSSSCG00000006391 4 90341322 90370996
ENSSSCG00000006392 4 90393624 90401369
ENSSSCG00000006393 4 90397850 90412373
ENSSSCG00000031858 4 90422025 90457406
ENSSSCG00000056276 4 90535582 90538456
ENSSSCG00000006396 4 90544238 90564165
ENSSSCG00000006395 4 90566545 90574760
ENSSSCG00000006394 4 90593858 90627800
ENSSSCG00000006399 4 90637077 90645388
ENSSSCG00000006398 4 90661985 90672572
ENSSSCG00000006397 4 90681364 90700792
ENSSSCG00000033585 4 90720696 90721946
ENSSSCG00000060222 4 90782760 90783863
ENSSSCG00000006403 4 90793350 90805218
ENSSSCG00000049824 4 90805603 90810860
ENSSSCG00000053815 4 90808196 90813114
ENSSSCG00000060154 4 90836537 90841746
ENSSSCG00000060521 4 90865013 90869161
ENSSSCG00000054109 4 90892678 90893607
ENSSSCG00000037268 4 90898689 90901874
ENSSSCG00000053454 4 90934776 90940291
ENSSSCG00000058791 4 90942304 90943233
ENSSSCG00000062352 4 90952382 90955540
ENSSSCG00000063531 4 90963319 90968494
ENSSSCG00000060074 4 90963324 90971387
ENSSSCG00000056993 4 90975004 90980369
ENSSSCG00000024008 4 91015547 91016509
ENSSSCG00000029064 4 91024840 91025775
ENSSSCG00000056396 4 91030162 91037515
ENSSSCG00000052584 4 91050976 91054955
ENSSSCG00000042263 4 91062177 91088456
ENSSSCG00000056406 4 91111347 91112291
ENSSSCG00000006413 4 91118879 91125437
ENSSSCG00000058649 4 91152765 91154094
ENSSSCG00000048076 4 91156496 91160457
ENSSSCG00000036223 4 91224139 91225850
ENSSSCG00000006415 4 91227363 91260097
ENSSSCG00000047864 4 91281636 91286533
ENSSSCG00000006418 4 91374900 91402484
ENSSSCG00000052962 4 91404209 91411106
ENSSSCG00000037532 4 91416432 91433242
ENSSSCG00000054760 4 91459849 91460793
ENSSSCG00000058298 4 91467409 91468353
ENSSSCG00000062209 4 91474762 91479910
ENSSSCG00000006423 4 91485019 91491554
ENSSSCG00000006431 4 91485067 91640063
ENSSSCG00000006425 4 91508908 91509867
ENSSSCG00000041628 4 91532023 91533624
ENSSSCG00000006447 4 91643676 91644614
ENSSSCG00000037724 4 91651485 91652447
ENSSSCG00000053506 4 91658851 91659786
ENSSSCG00000053007 4 91666206 91667141
ENSSSCG00000054959 4 91673559 91674494
ENSSSCG00000037111 4 91682891 91683877
ENSSSCG00000028963 4 91698824 91699777
ENSSSCG00000053741 4 91712771 91713745
ENSSSCG00000054238 4 91722267 91743737
ENSSSCG00000062780 4 91756192 91757133
ENSSSCG00000006445 4 91775970 91776908
ENSSSCG00000035925 4 91788359 91796215
ENSSSCG00000047581 4 91852093 91852647
ENSSSCG00000025644 4 91854058 91863710
ENSSSCG00000029728 4 91856294 91856727
ENSSSCG00000060155 4 91898219 91899160
ENSSSCG00000044992 4 91912889 91913818
ENSSSCG00000029298 4 91920351 91920451
ENSSSCG00000053287 4 91939531 91940472
ENSSSCG00000056872 4 91950036 91950977
ENSSSCG00000022686 4 91967546 91968490
ENSSSCG00000030145 4 91980135 91981082
ENSSSCG00000006450 4 92012791 92020864
ENSSSCG00000006452 4 92031712 92040742
ENSSSCG00000030958 4 92068709 92071257
ENSSSCG00000058723 4 92094700 92101095
ENSSSCG00000060062 4 92138723 92138935
ENSSSCG00000018285 4 92165299 92165400
ENSSSCG00000006453 4 92176746 92290610
ENSSSCG00000039068 4 92305496 92305963
ENSSSCG00000006455 4 92394593 92412141
ENSSSCG00000006456 4 92415335 92444712
ENSSSCG00000006457 4 92460862 92504024
ENSSSCG00000006458 4 92543263 92567723
ENSSSCG00000056672 4 92572435 92575591
ENSSSCG00000026210 4 92591603 92631709
ENSSSCG00000036622 4 92712599 92741150
ENSSSCG00000049811 4 92766484 92773617
ENSSSCG00000049524 4 92775208 92791425
ENSSSCG00000043115 4 92808169 92821125
ENSSSCG00000024970 4 92964941 92979122
ENSSSCG00000006461 4 93046770 93160084
ENSSSCG00000006462 4 93160678 93175961
ENSSSCG00000006463 4 93177158 93205155
ENSSSCG00000006464 4 93219516 93255981
ENSSSCG00000006465 4 93239969 93258075
ENSSSCG00000006466 4 93282413 93293205
ENSSSCG00000006467 4 93297500 93325177
ENSSSCG00000006468 4 93340882 93351802
ENSSSCG00000006469 4 93353111 93357796
ENSSSCG00000006470 4 93358143 93366082
ENSSSCG00000006471 4 93366241 93372454
ENSSSCG00000006472 4 93388092 93394155
ENSSSCG00000006474 4 93412247 93421893
ENSSSCG00000006477 4 93432330 93450831
ENSSSCG00000006478 4 93462308 93467802
ENSSSCG00000006481 4 93486380 93494829
ENSSSCG00000006480 4 93490537 93496396
ENSSSCG00000006479 4 93500564 93510815
ENSSSCG00000006475 4 93513187 93559001
ENSSSCG00000006482 4 93581598 93616983
ENSSSCG00000036884 4 93651708 93676153
ENSSSCG00000021441 4 93660413 93660520
ENSSSCG00000044662 4 93672518 93676148
ENSSSCG00000035121 4 93694266 93707865
ENSSSCG00000006486 4 93725531 93728761
ENSSSCG00000006487 4 93733918 93753340
ENSSSCG00000006488 4 93758809 93763912
ENSSSCG00000006489 4 93762177 93768633
ENSSSCG00000006490 4 93770378 93800650
ENSSSCG00000006491 4 93801863 93807597
ENSSSCG00000055767 4 93807706 93808968
ENSSSCG00000052919 4 93810507 93837652
ENSSSCG00000006494 4 93837009 93857158
ENSSSCG00000006495 4 93865057 93886371
ENSSSCG00000006496 4 93899019 93926320
ENSSSCG00000006497 4 93949459 93955640
ENSSSCG00000039186 4 93961148 93970712
ENSSSCG00000006499 4 93971871 93976304
ENSSSCG00000006500 4 93976451 93994828
ENSSSCG00000006501 4 94011527 94021962
ENSSSCG00000006502 4 94026386 94080420
ENSSSCG00000006503 4 94082826 94088224
ENSSSCG00000006504 4 94098252 94116658
ENSSSCG00000038361 4 94105288 94105418
ENSSSCG00000019284 4 94110971 94111107
ENSSSCG00000023991 4 94117882 94127384
ENSSSCG00000006506 4 94139347 94163049
ENSSSCG00000006510 4 94163103 94248783
ENSSSCG00000006157 4 94248230 94253034
ENSSSCG00000052269 4 94254817 94257648
ENSSSCG00000006507 4 94262332 94297223
ENSSSCG00000006508 4 94297616 94484990
ENSSSCG00000040632 4 94297627 94301708
ENSSSCG00000006511 4 94489207 94499256
ENSSSCG00000006512 4 94500141 94518408
ENSSSCG00000048347 4 94525300 94528602
ENSSSCG00000026149 4 94537019 94546555
ENSSSCG00000006518 4 94547416 94560106
ENSSSCG00000006519 4 94560579 94570082
ENSSSCG00000006520 4 94570563 94575265
ENSSSCG00000006521 4 94575793 94581585
ENSSSCG00000006522 4 94584134 94609745
ENSSSCG00000006523 4 94606562 94611865
ENSSSCG00000006524 4 94611593 94623902
ENSSSCG00000020014 4 94624285 94624364
ENSSSCG00000006525 4 94626271 94631482
ENSSSCG00000006526 4 94632077 94642705
ENSSSCG00000006527 4 94642942 94646436
ENSSSCG00000054149 4 94661873 94662151
ENSSSCG00000006529 4 94663059 94665467
ENSSSCG00000006530 4 94666460 94674071
ENSSSCG00000006531 4 94710647 94719248
ENSSSCG00000036831 4 94730792 94735559
ENSSSCG00000006533 4 94736646 94748098
ENSSSCG00000035071 4 94748429 94768452
ENSSSCG00000028606 4 94780408 94796657
ENSSSCG00000054434 4 94806595 94806780
ENSSSCG00000006538 4 94807287 94813575
ENSSSCG00000006539 4 94810875 94831765
ENSSSCG00000054923 4 94815771 94819597
ENSSSCG00000006540 4 94832270 94847648
ENSSSCG00000055689 4 94861712 94874771
ENSSSCG00000006542 4 94915965 95113275
ENSSSCG00000033749 4 95014975 95015857
ENSSSCG00000006543 4 95154357 95197304
ENSSSCG00000006545 4 95198717 95211037
ENSSSCG00000054853 4 95214997 95219080
ENSSSCG00000006544 4 95221199 95229530
ENSSSCG00000006546 4 95231252 95284502
ENSSSCG00000006547 4 95284607 95308099
ENSSSCG00000027628 4 95322433 95381282
ENSSSCG00000006550 4 95427943 95449188
ENSSSCG00000006551 4 95450150 95453256
ENSSSCG00000006552 4 95467632 95470290
ENSSSCG00000006553 4 95471126 95520425
ENSSSCG00000040143 4 95481115 95481250
ENSSSCG00000031264 4 95486782 95486864
ENSSSCG00000006554 4 95519992 95530846
ENSSSCG00000006555 4 95530994 95535407
ENSSSCG00000018626 4 95540606 95540688
ENSSSCG00000006556 4 95542473 95572938
ENSSSCG00000038125 4 95574108 95698197
ENSSSCG00000031838 4 95694771 95699447
ENSSSCG00000006564 4 95705220 95711729
ENSSSCG00000006559 4 95713742 95716153
ENSSSCG00000006560 4 95716537 95722947
ENSSSCG00000006561 4 95729347 95733819
ENSSSCG00000006567 4 95734299 95745629
ENSSSCG00000006568 4 95748140 95761519
ENSSSCG00000006562 4 95766490 95864435
ENSSSCG00000053251 4 95804810 95809433
ENSSSCG00000006569 4 95898804 95903604
ENSSSCG00000043560 4 95905054 95905737
ENSSSCG00000006571 4 95905150 95944809
ENSSSCG00000061495 4 95947355 95947461
ENSSSCG00000006572 4 95957228 95973430
ENSSSCG00000028553 4 95980918 95987867
ENSSSCG00000034159 4 95984358 95989474
ENSSSCG00000022107 4 95994263 96005585
ENSSSCG00000031053 4 96007028 96012310
ENSSSCG00000038991 4 96010877 96027323
ENSSSCG00000006582 4 96027639 96029869
ENSSSCG00000006581 4 96030930 96038602
ENSSSCG00000053832 4 96073232 96076817
ENSSSCG00000006579 4 96084088 96086827
ENSSSCG00000006578 4 96088201 96091156
ENSSSCG00000006577 4 96094147 96096870
ENSSSCG00000021084 4 96098525 96099684
ENSSSCG00000034539 4 96165570 96167711
ENSSSCG00000006592 4 96176716 96179929
ENSSSCG00000006590 4 96209659 96210602
ENSSSCG00000032857 4 96225691 96227127
ENSSSCG00000006588 4 96236115 96239413
ENSSSCG00000006587 4 96243118 96261495
ENSSSCG00000027322 4 96261775 96277521
ENSSSCG00000037666 4 96304070 96305110
ENSSSCG00000046524 4 96350453 96350803
ENSSSCG00000054182 4 96362160 96362477
ENSSSCG00000058032 4 96450210 96455386
ENSSSCG00000058787 4 96518045 96523053
ENSSSCG00000052353 4 96558893 96559111
ENSSSCG00000061637 4 96567004 96567225
ENSSSCG00000022269 4 96588992 96590696
ENSSSCG00000049179 4 96628727 96629041
ENSSSCG00000060839 4 96638768 96645062
ENSSSCG00000006595 4 96656033 96658737
ENSSSCG00000006594 4 96671907 96676426
ENSSSCG00000055984 4 96692719 96693006
ENSSSCG00000051521 4 96705296 96705541
ENSSSCG00000049188 4 96729572 96729901
ENSSSCG00000006598 4 96750340 96752073
ENSSSCG00000006599 4 96775172 96775975
ENSSSCG00000040878 4 96785394 96785705
ENSSSCG00000053408 4 96814876 96815160
ENSSSCG00000061182 4 96819538 96819828
ENSSSCG00000051890 4 96828784 96829074
ENSSSCG00000053487 4 96840449 96840739
ENSSSCG00000044768 4 96861733 96862061
ENSSSCG00000061135 4 96902826 96906429
ENSSSCG00000006604 4 96933287 96939662
ENSSSCG00000045265 4 96970966 96972554
ENSSSCG00000042564 4 96981684 96984978
ENSSSCG00000030031 4 96990769 96997795
ENSSSCG00000054200 4 97035345 97035506
ENSSSCG00000044041 4 97035894 97044365
ENSSSCG00000006605 4 97127078 97131911
ENSSSCG00000038121 4 97159730 97167199
ENSSSCG00000006609 4 97177405 97182540
ENSSSCG00000057017 4 97195608 97199894
ENSSSCG00000058292 4 97214051 97215416
ENSSSCG00000006610 4 97233811 97243423
ENSSSCG00000006612 4 97261815 97272513
ENSSSCG00000061828 4 97294267 97300787
ENSSSCG00000057672 4 97325889 97326611
ENSSSCG00000006614 4 97332432 97359428
ENSSSCG00000021540 4 97368453 97369514
ENSSSCG00000026427 4 97375136 97400209
ENSSSCG00000026259 4 97400876 97406471
ENSSSCG00000027770 4 97415914 97438691
ENSSSCG00000027091 4 97439993 97448493
ENSSSCG00000028343 4 97448169 97463131
ENSSSCG00000046500 4 97484037 97488670
ENSSSCG00000041677 4 97495819 97507684
ENSSSCG00000006618 4 97514224 97528481
ENSSSCG00000006619 4 97525181 97620788
ENSSSCG00000053534 4 97636469 97640384
ENSSSCG00000006620 4 97648818 97703592
ENSSSCG00000034472 4 97701010 97701138
ENSSSCG00000006621 4 97704813 97730076
ENSSSCG00000006622 4 97776589 97833282
ENSSSCG00000034984 4 97835547 97837921
ENSSSCG00000006624 4 97837981 97894301
ENSSSCG00000006625 4 97902172 97913283
ENSSSCG00000006626 4 97918245 97949931
ENSSSCG00000006627 4 97949931 97958882
ENSSSCG00000034144 4 97993965 97995974
ENSSSCG00000006628 4 97994065 98004688
ENSSSCG00000030547 4 98012945 98056815
ENSSSCG00000031869 4 98062256 98074059
ENSSSCG00000006631 4 98074387 98079343
